"PERIODO","UNIDAD_CLIENTE","SEGMENTO","COD_PRODUCTO","COD_PRODUCTO_PROVEEDOR","DESCRIPCION","MARCA","ESTADO_PROD.","UMB","COD_LOCAL","TIPO","DESCRIPCION_LOCAL","ESTADO_LOCAL","FORMATO","TIPO_VENTA","VTA_PERIODO(u)","VTA_COSTO($)"
2020-12-22 al 2020-12-22,Construmart,LOCAL,202456,SIN CODIGO,PLACA CIEGA CON SOPORTE LÚZICA,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,1215.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,178783,SIN CODIGO,"CANALETA ELECTRICA 20X12,5 MM 2 M C/ADH",SIN MARCA,ACTIVO,C/U,CM66,LOCAL,CM66 - Copiapo El Bosque,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1654.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,18114,SIN CODIGO,ENCHUFE HEM SEG2P+T 10A 5100P MAG/MOD,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,20035.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,150080,SIN CODIGO,INTERRUPTOR 9/15 MODUS ARM.BCO. 1200BN,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1730.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,91115,SIN CODIGO,TOMA 2P+T 10/16A TIP BIPASO 250V - BEIG,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2108.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,178776,SIN CODIGO,"CANALETA ELECTRICA 20 X 12,5 MM 2 M",SIN MARCA,ACTIVO,C/U,CM12,LOCAL,CM12-El Belloto - Quilpue,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,630.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45816,SIN CODIGO,TOMA DOBLE 2P+T 10A 250V ARMADA BLCO,Bticino,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,6.00,10368.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202491,SIN CODIGO,ENCHUFE TRIPLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM74,LOCAL,CM74-Molina,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1638.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,26654,SIN CODIGO,SOPORTE TICINO MAGIC PLASTICO 503/RP,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,613.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,12543,SIN CODIGO,PLACA ALUM.OXIDAL CUBRECAJA 998P MAGIC,SIN MARCA,ACTIVO,C/U,CM68,LOCAL,CM68-Errazuriz,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,2796.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,12538,SIN CODIGO,PLACA ALUM.OXIDAL 3 PTO. 503/3P MAGIC,SIN MARCA,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1450.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,111434,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 3M BLANCO,SIN MARCA,ACTIVO,C/U,CM15,LOCAL,CM15-LAS CONDES,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,4640.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,69652,SIN CODIGO,ENCHUFE HEMBRA VOLANTE 2P+T 10A GRIS,SIN MARCA,ACTIVO,C/U,CM09,LOCAL,CM09 - OVALLE,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,6000.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,186721,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 10A - 6KA,SIN MARCA,ACTIVO,C/U,CM80,LOCAL,CM80 - Chillan Collín,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,3472.00
2020-12-22 al 2020-12-22,Construmart,CONTRATISTA PEQUEÃO,168146,SIN CODIGO,PLACA 1 MÓDULO TERRA,SIN MARCA,ACTIVO,C/U,CM73,LOCAL,CM73-Curico Norte,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,2328.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18166,SIN CODIGO,CASQ+TOMA DOBLE 10A MODUS CAL1208BN,SIN MARCA,ACTIVO,C/U,CM92,LOCAL,CM92-LOS ANGELES ALCAZAR,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1621.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,214579,SIN CODIGO,TIMBRE INALAMBRICO ESSENTIAL 100 MT BCO,SIN MARCA,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,7675.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168137,SIN CODIGO,TOMA DOBLE MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM09,LOCAL,CM09 - OVALLE,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,7041.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,173172,SIN CODIGO,TOMA DOBLE 2P+T 10A + 2P+T 16A ARMADO,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2479.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168108,SIN CODIGO,INTERRUPTOR 9/12 10ABLANCO/PERLA ARMADO,SIN MARCA,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,6244.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,186724,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 32A - 6KA,SIN MARCA,ACTIVO,C/U,CM61,LOCAL,CM61-TALCA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1410.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168134,SIN CODIGO,INTERRUPTOR 9/24 MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1895.00
2020-12-22 al 2020-12-22,Construmart,CONTRATISTA PEQUEÃO,18170,SIN CODIGO,CLAVIJA 2P+T 10A GRIS,SIN MARCA,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,944.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,51174,SIN CODIGO,PLAFON OVALADO E27 BLANCO,SIN MARCA,ACTIVO,C/U,CM93,LOCAL,CM93 - Tienda Talcahuano Colon,ACTIVO,NO CLASIFICADO,NO CALZADA,9.00,9036.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,111435,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 3M GRIS,SIN MARCA,ACTIVO,C/U,CM89,LOCAL,CM89 - Departamental,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,9130.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,111434,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 3M BLANCO,SIN MARCA,ACTIVO,C/U,CM26,LOCAL,CM26-TEMUCO,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,8598.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,4752.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM66,LOCAL,CM66 - Copiapo El Bosque,ACTIVO,NO CLASIFICADO,NO CALZADA,6.00,14259.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,111435,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 3M GRIS,SIN MARCA,ACTIVO,C/U,CM93,LOCAL,CM93 - Tienda Talcahuano Colon,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,8666.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45812,SIN CODIGO,INTERRUPTOR 9/12 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,2228.00
2020-12-22 al 2020-12-22,Construmart,CONTRATISTA PEQUEÃO,168138,SIN CODIGO,TOMA TRIPLE MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM73,LOCAL,CM73-Curico Norte,ACTIVO,NO CLASIFICADO,NO CALZADA,8.00,26544.00
2020-12-22 al 2020-12-22,Construmart,PROFESIONALES,186722,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 20A - 6KA,SIN MARCA,ACTIVO,C/U,CM61,LOCAL,CM61-TALCA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1411.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,14064,SIN CODIGO,ENCHUF HBRA. 10A+ENCH/HBRA 16A .5113/80K,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,15.00,69630.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168145,SIN CODIGO,PLACA CIEGA TERRA,SIN MARCA,ACTIVO,C/U,CM66,LOCAL,CM66 - Copiapo El Bosque,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,668.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,12684,SIN CODIGO,INTERRUPTOR MAGIC 9/24 5003P MAG/MOD,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,5252.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,153463,SIN CODIGO,T.TRIPLE 2P+T 10A 250V BLANCO OVAL,SIN MARCA,ACTIVO,C/U,CM80,LOCAL,CM80 - Chillan Collín,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2407.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45816,SIN CODIGO,TOMA DOBLE 2P+T 10A 250V ARMADA BLCO,Bticino,ACTIVO,C/U,CM05,LOCAL,CM05-ANTOFAGASTA,ACTIVO,NO CLASIFICADO,NO CALZADA,6.00,10380.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,153196,SIN CODIGO,INTERR.9/12 10A 250V BLANCO OVAL,Bticino,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,906.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45814,SIN CODIGO,TOMA 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,2090.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,153463,SIN CODIGO,T.TRIPLE 2P+T 10A 250V BLANCO OVAL,SIN MARCA,ACTIVO,C/U,CM89,LOCAL,CM89 - Departamental,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2404.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202492,SIN CODIGO,ENCHUFE SIMPLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,957.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202492,SIN CODIGO,ENCHUFE SIMPLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,993.00
2020-12-22 al 2020-12-22,Construmart,CONTRATISTA PEQUEÃO,111436,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 5M GRIS,SIN MARCA,ACTIVO,C/U,CM63,LOCAL,CM63-IQUIQUE,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,5552.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,178776,SIN CODIGO,"CANALETA ELECTRICA 20 X 12,5 MM 2 M",SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,1258.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168137,SIN CODIGO,TOMA DOBLE MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,6.00,14802.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45813,SIN CODIGO,INTERRUPTOR 9/24 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1313.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45816,SIN CODIGO,TOMA DOBLE 2P+T 10A 250V ARMADA BLCO,Bticino,ACTIVO,C/U,CM80,LOCAL,CM80 - Chillan Collín,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,5187.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,17641,SIN CODIGO,INT UNIP 1X10A 230/400V/C6KA ,Legrand,ACTIVO,C/U,CM05,LOCAL,CM05-ANTOFAGASTA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2937.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,150080,SIN CODIGO,INTERRUPTOR 9/15 MODUS ARM.BCO. 1200BN,SIN MARCA,ACTIVO,C/U,CM63,LOCAL,CM63-IQUIQUE,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1670.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,150080,SIN CODIGO,INTERRUPTOR 9/15 MODUS ARM.BCO. 1200BN,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,6936.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202486,SIN CODIGO,ENCHUFE DOBLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM07,LOCAL,CM07-LA SERENA,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,2342.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,12536,SIN CODIGO,PLACA ALUM.OXIDAL 1PTO. 503/1P MAGIC,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,46.00,47610.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202491,SIN CODIGO,ENCHUFE TRIPLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM05,LOCAL,CM05-ANTOFAGASTA,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,3282.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202491,SIN CODIGO,ENCHUFE TRIPLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,7.00,11469.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168137,SIN CODIGO,TOMA DOBLE MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM82,LOCAL,CM82 - Camino a Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,7398.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18164,SIN CODIGO,CASQ+INT.DOBLE 9/15 MODUS CAL1200BN,SIN MARCA,ACTIVO,C/U,CM26,LOCAL,CM26-TEMUCO,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1651.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45816,SIN CODIGO,TOMA DOBLE 2P+T 10A 250V ARMADA BLCO,Bticino,ACTIVO,C/U,CM86,LOCAL,CM86 - Linares,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1728.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45813,SIN CODIGO,INTERRUPTOR 9/24 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,6570.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18170,SIN CODIGO,CLAVIJA 2P+T 10A GRIS,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,1896.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,186725,SIN CODIGO,BT/INT DIFERENCIAL 2X25A-30MA,SIN MARCA,ACTIVO,C/U,CM29,LOCAL,CM29-PUERTO MONTT,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,10902.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,45839,SIN CODIGO,MOD PULSADOR MODUS BLCO,SIN MARCA,ACTIVO,C/U,CM28,LOCAL,CM28-OSORNO,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,567.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,178776,SIN CODIGO,"CANALETA ELECTRICA 20 X 12,5 MM 2 M",SIN MARCA,ACTIVO,C/U,CM05,LOCAL,CM05-ANTOFAGASTA,ACTIVO,NO CLASIFICADO,NO CALZADA,10.00,6410.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,14062,SIN CODIGO,INTERR.9/12 + ENCH/HBRA. 5001/13K MAG/AR,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,34.00,164254.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,14057,SIN CODIGO,INTERRUPTOR 9/12 EMB 5001K MAG/AR,Bticino,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,36.00,102204.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45812,SIN CODIGO,INTERRUPTOR 9/12 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM74,LOCAL,CM74-Molina,ACTIVO,NO CLASIFICADO,NO CALZADA,7.00,7812.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168113,SIN CODIGO,TOMA TRIPLE 10A BLANCO/PERLA ARMADO,SIN MARCA,ACTIVO,C/U,CM07,LOCAL,CM07-LA SERENA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,3238.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,153463,SIN CODIGO,T.TRIPLE 2P+T 10A 250V BLANCO OVAL,SIN MARCA,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2407.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,19634,SIN CODIGO,"CAJA DERIVACION P/TABIQUE 5/8 503T""",Bticino,ACTIVO,C/U,CM26,LOCAL,CM26-TEMUCO,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,855.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,17641,SIN CODIGO,INT UNIP 1X10A 230/400V/C6KA ,Legrand,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,3064.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168138,SIN CODIGO,TOMA TRIPLE MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM86,LOCAL,CM86 - Linares,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,3312.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18131,SIN CODIGO,SOPORTE METALICO MAGIC 503AD MAG/MOD,SIN MARCA,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,10.00,6430.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202491,SIN CODIGO,ENCHUFE TRIPLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM04,LOCAL,CM04-CALAMA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1641.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18170,SIN CODIGO,CLAVIJA 2P+T 10A GRIS,SIN MARCA,ACTIVO,C/U,CM09,LOCAL,CM09 - OVALLE,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,1560.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,111434,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 3M BLANCO,SIN MARCA,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,4979.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,186722,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 20A - 6KA,SIN MARCA,ACTIVO,C/U,CM93,LOCAL,CM93 - Tienda Talcahuano Colon,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,3472.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168137,SIN CODIGO,TOMA DOBLE MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM04,LOCAL,CM04-CALAMA,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,4852.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168138,SIN CODIGO,TOMA TRIPLE MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM82,LOCAL,CM82 - Camino a Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,16592.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18170,SIN CODIGO,CLAVIJA 2P+T 10A GRIS,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,1896.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,19634,SIN CODIGO,"CAJA DERIVACION P/TABIQUE 5/8 503T""",Bticino,ACTIVO,C/U,CM12,LOCAL,CM12-El Belloto - Quilpue,ACTIVO,NO CLASIFICADO,NO CALZADA,7.00,1988.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18166,SIN CODIGO,CASQ+TOMA DOBLE 10A MODUS CAL1208BN,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,7.00,11340.00
2020-12-22 al 2020-12-22,Construmart,PROFESIONALES,153196,SIN CODIGO,INTERR.9/12 10A 250V BLANCO OVAL,Bticino,ACTIVO,C/U,CM07,LOCAL,CM07-LA SERENA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,906.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168138,SIN CODIGO,TOMA TRIPLE MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,9954.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168137,SIN CODIGO,TOMA DOBLE MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM80,LOCAL,CM80 - Chillan Collín,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,4934.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18119,SIN CODIGO,ENCHUFE HEM TV 5152EP MAGIC MAG/MOD,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,31.00,54994.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,19634,SIN CODIGO,"CAJA DERIVACION P/TABIQUE 5/8 503T""",Bticino,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,13.00,3706.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168115,SIN CODIGO,INTERRUPTOR 9/15 10ABLANCO/PERLA ARMADO,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,12035.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168132,SIN CODIGO,TOMA 10A/16A  BLANCO,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,11.00,14443.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,187046,SIN CODIGO,CAJA CHUQUI LIBRE DE HALOGENOS,SIN MARCA,ACTIVO,C/U,CM04,LOCAL,CM04-CALAMA,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,3365.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168141,SIN CODIGO,INTERRUPTOR 9/12+T 10A MINK/TERRA ARMAD,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2153.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18170,SIN CODIGO,CLAVIJA 2P+T 10A GRIS,SIN MARCA,ACTIVO,C/U,CM86,LOCAL,CM86 - Linares,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,949.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM73,LOCAL,CM73-Curico Norte,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,7128.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,17693,SIN CODIGO,REGLETA TRANSP LEGRAND 12 BORNES 4MM2,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,2500.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45816,SIN CODIGO,TOMA DOBLE 2P+T 10A 250V ARMADA BLCO,Bticino,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,18.00,31104.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168129,SIN CODIGO,INTERRUPTOR 9/24 10A BLANCO,SIN MARCA,ACTIVO,C/U,CM28,LOCAL,CM28-OSORNO,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,1656.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45814,SIN CODIGO,TOMA 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,2230.00
2020-12-22 al 2020-12-22,Construmart,CONTRATISTA PEQUEÃO,168150,SIN CODIGO,INTERRUPTOR 9/24 10A MINK,SIN MARCA,ACTIVO,C/U,CM73,LOCAL,CM73-Curico Norte,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,833.00
